cid	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount
21648	164.20	CC(=O)CCC1=CC=C(C=C1)O	37.3	146	0	1	2	3	12	0	0
21722188	436.4	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)O)O	188	595	0	8	10	6	31	5	0
21932272	288.25	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=C(C=C3)O)O)O)O	107	405	0	4	6	1	21	1	0
220295	214.22	C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)O)O	57.5	244	0	2	3	2	16	0	0
227829	222.37	CC1CCC(CC2=C1CCC2C)C(C)(C)O	20.2	301	0	1	1	1	16	3	0
23581946	430.5	CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C	104	926	0	3	6	4	31	8	1
238398	140.10	CC(C)C(=O)C(F)(F)F	17.1	114	0	0	4	1	9	0	0
25056407	390.5	CC(=CCCC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C)C	66.8	670	0	2	4	6	29	0	1
26945	616.5	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]	102	1010	0	2	8	8	43	0	0
2733787	379.4	CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)NC(=O)C	135	608	0	4	8	4	27	5	0
27582	197.4	C1=CC(=C(C(=C1O)Cl)Cl)Cl	20.2	120	0	1	1	0	10	0	0
285033	545.6	CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O	124	968	0	2	10	11	39	4	0
3001686	388.5	CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)O)OC)OC)OC)OC)O	77.4	457	0	2	6	4	28	2	0
31211	194.23	CC(=O)CCC1=CC(=C(C=C1)O)OC	46.5	191	0	1	3	4	14	0	0
31553	482.4	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	155	750	0	5	10	4	35	4	0
32021	221.26	CC(CCNC1=NC=NC2=C1NC=N2)CO	86.7	215	0	3	5	5	16	1	0
3314	164.20	COC1=C(C=CC(=C1)CC=C)O	29.5	145	0	1	2	3	12	0	0
34231	669.5	C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O	288	1060	0	9	15	6	48	3	0
3469	154.12	C1=CC(=C(C=C1O)C(=O)O)O	77.8	157	0	3	4	1	11	0	0
356759	318.4	COC1=C(C=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC)O	57.2	323	0	1	5	7	23	0	0
3830	215.21	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	79.6	239	0	2	5	3	16	0	0
398789	329.3	CC(=C)C(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O	74	445	0	1	6	6	24	1	0
4133	152.15	COC(=O)C1=CC=CC=C1O	46.5	144	0	1	3	2	11	0	0
42607887	272.25	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=CC=C3)O)O)O	87	379	0	3	5	1	20	1	0
439174	221.21	CC(=O)NC1C(C(C(OC1O)CO)O)O	119	235	0	5	6	2	15	5	0
439194	106.08	C(C(C(=O)O)O)O	77.8	69	0	3	4	2	7	1	0
439378	174.20	CCNC(=O)CCC(C(=O)O)N	92.4	170	0	3	4	5	12	1	0
439533	304.25	C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	127	428	0	5	7	1	22	2	0
439653	329.4	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)O)O)OC	62.2	407	0	2	5	4	24	1	0
440735	288.25	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	107	400	0	4	6	1	21	1	0
442793	294.4	CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	66.8	293	0	2	4	10	21	1	0
443210	564.3	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O	271	978	0	8	16	9	36	8	0
444539	148.16	C1=CC=C(C=C1)C=CC(=O)O	37.3	155	0	1	2	2	11	0	1
445154	228.24	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	60.7	246	0	3	3	2	17	0	1
445675	607.4	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	300	1080	0	9	17	10	39	9	0
445858	194.18	COC1=C(C=CC(=C1)C=CC(=O)O)O	66.8	224	0	2	4	3	14	0	1
4477	327.12	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	95.2	404	0	2	4	2	21	0	0
448873	566.30	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	292	964	0	9	17	9	36	9	0
449093	219.24	CC(=CCNC1=NC=NC2=C1NC=N2)CO	86.7	258	0	3	5	4	16	0	1
4534	302.4	CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O	80.9	303	0	4	4	5	22	2	0
45382232	244.24	C1=CC(=C(C(=C1)O)C=CC2=CC(=CC(=C2)O)O)O	80.9	272	0	4	4	2	18	0	1
4592	298.34	CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3	87.9	338	0	3	6	6	22	0	0
4788	274.27	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	98	312	0	4	5	4	20	0	0
47936	410.5	CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O	113	747	0	3	7	3	29	8	0
4947	212.20	CCCOC(=O)C1=CC(=C(C(=C1)O)O)O	87	206	0	3	5	4	15	0	0
49852346	548.33	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O	251	961	0	7	15	8	35	8	0
49852436	550.30	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O	271	948	0	8	16	8	35	9	0
5013064	308.3	COC1=CC=CC2=C1C(=O)C3=C(C2=O)C=CC(=C3OC)CC=C	52.6	486	0	0	4	4	23	0	0
50591	133.15	C1=CC=C2C(=C1)C(=CN2)O	36	126	0	2	1	0	10	0	0
5280343	302.23	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	127	488	0	5	7	1	22	0	0
5280371	202.16	C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O	59.7	312	0	1	4	0	15	0	0
5280441	432.4	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O	177	690	0	7	10	3	31	5	0
5280443	270.24	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	87	411	0	3	5	1	20	0	0
5280445	286.24	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	107	447	0	4	6	1	21	0	0
5280448	284.26	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O	76	432	0	2	5	2	21	0	0
5280460	192.17	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	55.8	261	0	1	4	1	14	0	0
5280535	150.17	C1=CC(=CC=C1C=CCO)O	40.5	124	0	2	2	2	11	0	1
5280567	176.17	CC1=CC(=O)OC2=C1C=CC(=C2)O	46.5	257	0	1	3	0	13	0	0
5280633	354.31	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	165	534	0	6	9	5	25	4	1
5280863	286.24	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	107	451	0	4	6	1	21	0	0
5280896	264.32	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C	74.6	494	0	2	4	3	19	1	2
5280961	270.24	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	87	411	0	3	5	1	20	0	0
5281166	210.27	CCC=CCC1C(CCC1=O)CC(=O)O	54.4	268	0	1	3	5	15	2	1
5281222	272.25	C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O	98	367	0	4	5	3	20	0	1
5281343	178.14	C1=COC2=CC(=CC(=C2C1=O)O)O	66.8	248	0	2	4	0	13	0	0
5281416	178.14	C1=CC(=O)OC2=CC(=C(C=C21)O)O	66.8	248	0	2	4	0	13	0	0
5281426	162.14	C1=CC(=CC2=C1C=CC(=O)O2)O	46.5	222	0	1	3	0	12	0	0
5281605	270.24	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O	87	413	0	3	5	1	20	0	0
5281614	286.24	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O	107	459	0	4	6	1	21	0	0
5281628	300.26	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O	96.2	454	0	3	6	2	22	0	0
5281647	422.3	C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O	197	646	0	8	11	2	30	5	0
5281656	260.20	C1=C(C=C2C(=C1O)C(=O)C3=CC(=C(C=C3O2)O)O)O	107	372	0	4	6	0	19	0	0
5281708	254.24	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	66.8	382	0	2	4	1	19	0	0
5281718	390.4	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	140	506	0	6	8	5	28	5	1
5281787	284.31	C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O	66.8	347	0	2	4	6	21	0	1
5281811	300.26	COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O	96.2	454	0	3	6	2	22	0	0
5281855	302.19	C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O	134	475	0	4	8	0	22	0	0
5284507	222.37	CC(=CCCC(=CCCC(C)(C=C)O)C)C	20.2	269	0	1	1	7	16	1	1
5284649	270.24	C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O	87	411	0	3	5	1	20	0	0
5315892	134.17	C1=CC=C(C=C1)C=CCO	20.2	101	0	1	1	2	10	0	1
5317284	316.26	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O	116	491	0	4	7	2	23	0	0
5317700	232.23	CC1=CC(=CC2=C1C(=O)C=C(O2)CC(=O)C)O	63.6	372	0	1	4	2	17	0	0
5318517	350.4	CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O	87	597	0	3	5	3	25	6	1
5318650	258.27	COC1=C(C=CC(=C1)C=CC2=CC(=CC(=C2)O)O)O	69.9	295	0	3	4	3	19	0	1
5319502	192.17	CC1=CC(=O)OC2=CC(=C(C=C12)O)O	66.8	284	0	2	4	0	14	0	0
5320053	322.4	CC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C	66.8	532	0	2	4	3	24	0	0
5320315	284.26	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O	76	426	0	2	5	2	21	0	0
5320954	258.27	COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)O)O)O	69.9	295	0	3	4	3	19	0	1
5321775	324.4	CC(=CCC1=CC2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)C	66.8	474	0	2	4	3	24	1	0
53232	404.5	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	72.8	666	0	1	5	7	29	8	0
5327038	689.0	CCCCCCCCCCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCCCCCCCCC	152	766	0	4	10	34	48	6	0
5328791	189.17	C1=CC(=CC=C1C=C(C#N)C(=O)O)O	81.3	292	0	2	4	2	14	0	1
53297394	342.3	CC1(CC(=O)C2C3=C(C(=O)CC2(C1)O)C(=C4C(=C3)C=CC=C4O)O)O	115	605	0	4	6	0	25	3	0
53377390	432.5	CC(=CC=CC1(C2CCC3(C2(CCC(=CC3)C(=O)OC)OC(=O)C)C(=O)O1)C)C(=O)O	116	913	0	1	8	7	31	4	2
5337757	206.15	C1=CC2=C(C=C1O)OC(=O)C(=C2)C(=O)O	83.8	333	0	2	5	1	15	0	0
5338490	220.18	C1=CC2=C(C=C1O)OC(=O)C=C2CC(=O)O	83.8	346	0	2	5	2	16	0	0
5354284	192.17	CC1=CC(=O)OC2=CC(=CC(=C12)O)O	66.8	284	0	2	4	0	14	0	0
53628457	353.4	CCOC(=O)C1=CC=CC(=C1)C(=O)NCC(=O)C2=CC=C(C=C2)C(C)C	72.5	494	0	1	4	8	26	0	0
5366264	152.23	CC(=C)C=CCC(C)(C=C)O	20.2	179	0	1	1	4	11	1	1
5375469	213.15	CC1=C(C=C(C=C1[N+](=O)[O-])NO)[N+](=O)[O-]	124	236	0	2	6	1	15	0	0
5379033	326.4	CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC	47.9	437	0	1	4	4	24	2	1
5379096	330.29	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O	105	505	0	3	7	3	24	0	0
5388063	270.32	COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC	27.7	283	0	0	3	5	20	0	1
5398649	254.24	C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=CC(=C23)O)O	66.8	384	0	2	4	1	19	0	0
5413034	254.24	C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3O)O	66.8	384	0	2	4	1	19	0	0
5464170	360.3	COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O	115	549	0	3	8	4	26	0	0
54679630	178.14	C1=CC2=C(C=C1O)OC(=O)C=C2O	66.8	258	0	2	4	0	13	0	0
5484169	213.15	CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NO	124	260	0	2	6	1	15	0	0
5793	180.16	C(C1C(C(C(C(O1)O)O)O)O)O	110	151	0	5	6	1	12	5	0
5912039	242.32	CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3	55.1	551	0	2	2	0	18	2	1
5959	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	115	342	0	3	5	5	20	2	0
6047	197.19	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	104	209	0	4	5	3	14	1	0
6072	436.4	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O	177	581	0	7	10	7	31	5	0
62389	225.25	C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3	66.5	241	0	2	4	3	17	0	0
6255462	242.27	COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O	49.7	259	0	2	3	3	18	0	1
6288	119.12	CC(C(C(=O)O)N)O	83.6	93	0	3	4	2	8	2	0
6293081	300.30	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=C(C=C2)O)O	76	387	0	2	5	5	22	0	1
637540	164.16	C1=CC=C(C(=C1)C=CC(=O)O)O	57.5	186	0	2	3	2	12	0	1
637541	164.16	C1=CC(=CC(=C1)O)C=CC(=O)O	57.5	186	0	2	3	2	12	0	1
637542	164.16	C1=CC(=CC=C1C=CC(=O)O)O	57.5	178	0	2	3	2	12	0	1
637566	154.25	CC(=CCCC(=CCO)C)C	20.2	150	0	1	1	4	11	0	1
637775	224.21	COC1=CC(=CC(=C1O)OC)C=CC(=O)O	76	249	0	2	5	4	16	0	1
6466	346.4	CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O	104	772	0	3	6	1	25	8	0
64685	154.25	CC1(C2CCC1(C(C2)O)C)C	20.2	185	0	1	1	0	11	3	0
64981	372.4	COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC	74.2	483	0	1	6	7	27	2	0
65090	202.16	C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O	59.7	312	0	1	4	0	15	0	0
65126	332.4	CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O)O	77.8	500	0	3	4	2	24	2	0
65243	424.4	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O	149	925	0	3	10	1	30	11	0
6549	154.25	CC(=CCCC(C)(C=C)O)C	20.2	154	0	1	1	4	11	1	0
68073	168.15	CC(=O)C1=C(C=C(C=C1O)O)O	77.8	168	0	3	4	1	12	0	0
68099	154.12	C1=C(C=C(C(=C1O)C=O)O)O	77.8	135	0	3	4	1	11	0	0
681	153.18	C1=CC(=C(C=C1CCN)O)O	66.5	119	0	3	3	2	11	0	0
68146761	258.27	C1=CC=C(C=C1)C(=O)C=CC2C(C=C(C=C2O)O)O	77.8	427	0	3	4	3	19	2	1
68213	262.21	C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2O)O)O)O)O	118	321	0	5	6	2	19	0	0
68289	138.12	C1OC2=C(O1)C=C(C=C2)O	38.7	126	0	1	3	0	10	0	0
689043	180.16	C1=CC(=C(C=C1C=CC(=O)O)O)O	77.8	212	0	3	4	2	13	0	1
689075	194.18	COC(=O)C=CC1=CC(=C(C=C1)O)O	66.8	224	0	2	4	3	14	0	1
689111	244.24	C1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2O)O)O	77.8	274	0	3	4	3	18	0	0
69867	161.16	C1=CC=C2C(=C1)C(=CN2)C(=O)O	53.1	193	0	2	2	1	12	0	0
6989	150.22	CC1=CC(=C(C=C1)C(C)C)O	20.2	120	0	1	1	1	11	0	0
7009598	252.27	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)N	113	290	0	4	5	6	18	2	0
7015695	218.25	CC(C)CC(C(=O)O)NC(=O)C(CO)N	113	230	0	4	5	6	15	2	0
7041	154.16	COC1=C(C(=CC=C1)OC)O	38.7	104	0	1	3	2	11	0	0
7043	138.16	COC1=CC=CC=C1OC	18.5	81	0	0	2	2	10	0	0
70775	150.17	C=CCC1=CC(=C(C=C1)O)O	40.5	134	0	2	2	2	11	0	0
7172	167.20	CNCC(C1=CC=C(C=C1)O)O	52.5	122	0	3	3	3	12	1	0
72	154.12	C1=CC(=C(C=C1C(=O)O)O)O	77.8	157	0	3	4	1	11	0	0
72276	290.27	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	110	364	0	5	6	1	21	2	0
72303	266.3	C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C	40.5	325	0	2	2	5	20	0	0
7257	162.01	C1=CC(=C(C=C1N)Cl)Cl	26	97	0	1	1	0	9	0	0
72936	424.5	CC(=CCC(CC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C(=C)C)C	107	684	0	4	6	6	31	2	0
73399	358.4	COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)O	77.4	431	0	2	6	4	26	4	0
73412	504.7	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O	118	963	0	5	6	2	36	13	0
73571	286.28	COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O	76	377	0	2	5	2	21	1	0
