enzyme	source	reaction	rate	cid	acceptor
At_73B4	GT-Predict	1		3469	2,5-Dihydroxybenzoic acid
At_73B5	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_73C1	GT-Predict	0.5		3469	2,5-Dihydroxybenzoic acid
At_73C3	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_73C4	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_73C5	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_73C6	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_73C7	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_74B1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_74F1	GT-Predict	0.5		3469	2,5-Dihydroxybenzoic acid
At_74F2	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_75B1	GT-Predict	1		3469	2,5-Dihydroxybenzoic acid
At_75D1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_76C4	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_76E1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_76E11	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_76E12	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_76E2	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_76E4	GT-Predict	0.5		3469	2,5-Dihydroxybenzoic acid
At_76E5	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_78D1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_78D2	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_84A1	GT-Predict	0.5		3469	2,5-Dihydroxybenzoic acid
At_84A2	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_84A3	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_84A4	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_84B1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_84B2	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_85A4	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_85A5	GT-Predict	0.5		3469	2,5-Dihydroxybenzoic acid
At_88A1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_89B1	GT-Predict	1		3469	2,5-Dihydroxybenzoic acid
At_89C1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
VVGT1	GT-Predict	0		3469	2,5-Dihydroxybenzoic acid
At_71B1	GT-Predict	1		5280567	Hymecromone
At_71B5	GT-Predict	0		5280567	Hymecromone
At_71B6	GT-Predict	0.5		5280567	Hymecromone
At_71B8	GT-Predict	0		5280567	Hymecromone
At_71C1	GT-Predict	0		5280567	Hymecromone
At_71C2	GT-Predict	0.5		5280567	Hymecromone
At_71C3	GT-Predict	0		5280567	Hymecromone
At_71C4	GT-Predict	0		5280567	Hymecromone
At_71C5	GT-Predict	1		5280567	Hymecromone
At_72B1	GT-Predict	1		5280567	Hymecromone
At_72B3	GT-Predict	1		5280567	Hymecromone
At_72C1	GT-Predict	0		5280567	Hymecromone
At_72D1	GT-Predict	1		5280567	Hymecromone
At_72E1	GT-Predict	0		5280567	Hymecromone
At_72E2	GT-Predict	0		5280567	Hymecromone
At_72E3	GT-Predict	0		5280567	Hymecromone
At_73B1	GT-Predict	1		5280567	Hymecromone
At_73B2	GT-Predict	0		5280567	Hymecromone
At_73B3	GT-Predict	1		5280567	Hymecromone
At_73B4	GT-Predict	1		5280567	Hymecromone
At_73B5	GT-Predict	0		5280567	Hymecromone
At_73C1	GT-Predict	1		5280567	Hymecromone
At_73C3	GT-Predict	1		5280567	Hymecromone
At_73C4	GT-Predict	0		5280567	Hymecromone
At_73C5	GT-Predict	1		5280567	Hymecromone
At_73C6	GT-Predict	1		5280567	Hymecromone
At_73C7	GT-Predict	0		5280567	Hymecromone
At_74B1	GT-Predict	0.5		5280567	Hymecromone
At_74F1	GT-Predict	0		5280567	Hymecromone
At_74F2	GT-Predict	1		5280567	Hymecromone
At_75B1	GT-Predict	1		5280567	Hymecromone
At_75D1	GT-Predict	0		5280567	Hymecromone
At_76C4	GT-Predict	0		5280567	Hymecromone
At_76E1	GT-Predict	0		5280567	Hymecromone
At_76E11	GT-Predict	1		5280567	Hymecromone
At_76E12	GT-Predict	1		5280567	Hymecromone
At_76E2	GT-Predict	0.5		5280567	Hymecromone
At_76E4	GT-Predict	0		5280567	Hymecromone
At_76E5	GT-Predict	0		5280567	Hymecromone
At_78D1	GT-Predict	0		5280567	Hymecromone
At_78D2	GT-Predict	1		5280567	Hymecromone
At_84A1	GT-Predict	1		5280567	Hymecromone
At_84A2	GT-Predict	1		5280567	Hymecromone
At_84A3	GT-Predict	1		5280567	Hymecromone
At_84A4	GT-Predict	0		5280567	Hymecromone
At_84B1	GT-Predict	1		5280567	Hymecromone
At_84B2	GT-Predict	0		5280567	Hymecromone
At_85A4	GT-Predict	0		5280567	Hymecromone
At_85A5	GT-Predict	0		5280567	Hymecromone
At_88A1	GT-Predict	1		5280567	Hymecromone
At_89B1	GT-Predict	0		5280567	Hymecromone
At_89C1	GT-Predict	0		5280567	Hymecromone
VVGT1	GT-Predict	1		5280567	Hymecromone
At_71B1	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_71B5	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_71B6	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_71B8	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_71C1	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_71C2	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_71C3	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_71C4	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_71C5	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_72B1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_72B3	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_72C1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_72D1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_72E1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_72E2	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_72E3	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_73B1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73B2	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73B3	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73B4	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73B5	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73C1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73C3	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73C4	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73C5	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73C6	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_73C7	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_74B1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_74F1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_74F2	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_75B1	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_75D1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_76C4	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_76E1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_76E11	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_76E12	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_76E2	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_76E4	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_76E5	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_78D1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_78D2	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_84A1	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_84A2	GT-Predict	1		637540	2-Hydroxycinnamic acid
At_84A3	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_84A4	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_84B1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_84B2	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_85A4	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_85A5	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_88A1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_89B1	GT-Predict	0.5		637540	2-Hydroxycinnamic acid
At_89C1	GT-Predict	0		637540	2-Hydroxycinnamic acid
VVGT1	GT-Predict	0		637540	2-Hydroxycinnamic acid
At_71B1	GT-Predict	0		7257	3,4-Dichloroaniline
At_71B5	GT-Predict	0		7257	3,4-Dichloroaniline
At_71B6	GT-Predict	0.5		7257	3,4-Dichloroaniline
At_71B8	GT-Predict	0		7257	3,4-Dichloroaniline
At_71C1	GT-Predict	0		7257	3,4-Dichloroaniline
At_71C2	GT-Predict	0		7257	3,4-Dichloroaniline
At_71C3	GT-Predict	0		7257	3,4-Dichloroaniline
At_71C4	GT-Predict	0		7257	3,4-Dichloroaniline
At_71C5	GT-Predict	0		7257	3,4-Dichloroaniline
At_72B1	GT-Predict	1		7257	3,4-Dichloroaniline
At_72B3	GT-Predict	1		7257	3,4-Dichloroaniline
At_72C1	GT-Predict	0		7257	3,4-Dichloroaniline
At_72D1	GT-Predict	0		7257	3,4-Dichloroaniline
At_72E1	GT-Predict	0		7257	3,4-Dichloroaniline
At_72E2	GT-Predict	1		7257	3,4-Dichloroaniline
At_72E3	GT-Predict	0		7257	3,4-Dichloroaniline
At_73B1	GT-Predict	0		7257	3,4-Dichloroaniline
At_73B2	GT-Predict	0		7257	3,4-Dichloroaniline
At_73B3	GT-Predict	0		7257	3,4-Dichloroaniline
At_73B4	GT-Predict	0		7257	3,4-Dichloroaniline
At_73B5	GT-Predict	0		7257	3,4-Dichloroaniline
At_73C1	GT-Predict	0		7257	3,4-Dichloroaniline
At_73C3	GT-Predict	0		7257	3,4-Dichloroaniline
At_73C4	GT-Predict	0		7257	3,4-Dichloroaniline
At_73C5	GT-Predict	0		7257	3,4-Dichloroaniline
At_73C6	GT-Predict	0		7257	3,4-Dichloroaniline
At_73C7	GT-Predict	0		7257	3,4-Dichloroaniline
At_74B1	GT-Predict	0		7257	3,4-Dichloroaniline
At_74F1	GT-Predict	0		7257	3,4-Dichloroaniline
At_74F2	GT-Predict	0		7257	3,4-Dichloroaniline
At_75B1	GT-Predict	0		7257	3,4-Dichloroaniline
At_75D1	GT-Predict	0		7257	3,4-Dichloroaniline
At_76C4	GT-Predict	0		7257	3,4-Dichloroaniline
At_76E1	GT-Predict	0		7257	3,4-Dichloroaniline
At_76E11	GT-Predict	0		7257	3,4-Dichloroaniline
At_76E12	GT-Predict	0		7257	3,4-Dichloroaniline
At_76E2	GT-Predict	0		7257	3,4-Dichloroaniline
At_76E4	GT-Predict	0		7257	3,4-Dichloroaniline
At_76E5	GT-Predict	0		7257	3,4-Dichloroaniline
At_78D1	GT-Predict	0		7257	3,4-Dichloroaniline
At_78D2	GT-Predict	0		7257	3,4-Dichloroaniline
At_84A1	GT-Predict	0		7257	3,4-Dichloroaniline
At_84A2	GT-Predict	0		7257	3,4-Dichloroaniline
At_84A3	GT-Predict	0		7257	3,4-Dichloroaniline
At_84A4	GT-Predict	0		7257	3,4-Dichloroaniline
At_84B1	GT-Predict	0		7257	3,4-Dichloroaniline
At_84B2	GT-Predict	0		7257	3,4-Dichloroaniline
At_85A4	GT-Predict	1		7257	3,4-Dichloroaniline
At_85A5	GT-Predict	0		7257	3,4-Dichloroaniline
At_88A1	GT-Predict	0		7257	3,4-Dichloroaniline
At_89B1	GT-Predict	0		7257	3,4-Dichloroaniline
At_89C1	GT-Predict	0		7257	3,4-Dichloroaniline
VVGT1	GT-Predict	0		7257	3,4-Dichloroaniline
At_71B1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_71B5	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_71B6	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_71B8	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_71C1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_71C2	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_71C3	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_71C4	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_71C5	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_72B1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_72B3	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_72C1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_72D1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_72E1	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_72E2	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_72E3	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_73B1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73B2	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73B3	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_73B4	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_73B5	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73C1	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_73C3	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73C4	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73C5	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73C6	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_73C7	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_74B1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_74F1	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_74F2	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_75B1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_75D1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_76C4	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_76E1	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_76E11	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_76E12	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_76E2	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_76E4	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_76E5	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_78D1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_78D2	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_84A1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_84A2	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_84A3	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_84A4	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_84B1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_84B2	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_85A4	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_85A5	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_88A1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
At_89B1	GT-Predict	1		72	3,4-Dihydroxybenzoic acid
At_89C1	GT-Predict	0		72	3,4-Dihydroxybenzoic acid
VVGT1	GT-Predict	0.5		72	3,4-Dihydroxybenzoic acid
At_71B1	GT-Predict	1		689043	Caffeic acid
At_71B5	GT-Predict	0		689043	Caffeic acid
At_71B6	GT-Predict	0		689043	Caffeic acid
At_71B8	GT-Predict	1		689043	Caffeic acid
At_71C1	GT-Predict	1		689043	Caffeic acid
At_71C2	GT-Predict	1		689043	Caffeic acid
At_71C3	GT-Predict	1		689043	Caffeic acid
At_71C4	GT-Predict	1		689043	Caffeic acid
At_71C5	GT-Predict	0		689043	Caffeic acid
At_72B1	GT-Predict	0		689043	Caffeic acid
At_72B3	GT-Predict	0		689043	Caffeic acid
At_72C1	GT-Predict	0		689043	Caffeic acid
At_72D1	GT-Predict	0		689043	Caffeic acid
At_72E1	GT-Predict	0		689043	Caffeic acid
At_72E2	GT-Predict	1		689043	Caffeic acid
At_72E3	GT-Predict	1		689043	Caffeic acid
At_73B1	GT-Predict	0		689043	Caffeic acid
At_73B2	GT-Predict	0		689043	Caffeic acid
At_73B3	GT-Predict	1		689043	Caffeic acid
At_73B4	GT-Predict	0		689043	Caffeic acid
At_73B5	GT-Predict	1		689043	Caffeic acid
At_73C1	GT-Predict	0.5		689043	Caffeic acid
At_73C3	GT-Predict	0		689043	Caffeic acid
At_73C4	GT-Predict	0		689043	Caffeic acid
At_73C5	GT-Predict	0		689043	Caffeic acid
At_73C6	GT-Predict	0		689043	Caffeic acid
At_73C7	GT-Predict	0		689043	Caffeic acid
At_74B1	GT-Predict	0		689043	Caffeic acid
At_74F1	GT-Predict	0.5		689043	Caffeic acid
At_74F2	GT-Predict	0		689043	Caffeic acid
At_75B1	GT-Predict	1		689043	Caffeic acid
At_75D1	GT-Predict	0		689043	Caffeic acid
At_76C4	GT-Predict	0		689043	Caffeic acid
At_76E1	GT-Predict	0		689043	Caffeic acid
At_76E11	GT-Predict	0		689043	Caffeic acid
At_76E12	GT-Predict	1		689043	Caffeic acid
At_76E2	GT-Predict	0		689043	Caffeic acid
At_76E4	GT-Predict	0		689043	Caffeic acid
At_76E5	GT-Predict	0		689043	Caffeic acid
At_78D1	GT-Predict	0		689043	Caffeic acid
At_78D2	GT-Predict	1		689043	Caffeic acid
At_84A1	GT-Predict	1		689043	Caffeic acid
At_84A2	GT-Predict	1		689043	Caffeic acid
At_84A3	GT-Predict	1		689043	Caffeic acid
At_84A4	GT-Predict	1		689043	Caffeic acid
At_84B1	GT-Predict	1		689043	Caffeic acid
At_84B2	GT-Predict	0		689043	Caffeic acid
At_85A4	GT-Predict	0		689043	Caffeic acid
At_85A5	GT-Predict	0		689043	Caffeic acid
At_88A1	GT-Predict	0		689043	Caffeic acid
At_89B1	GT-Predict	1		689043	Caffeic acid
At_89C1	GT-Predict	0		689043	Caffeic acid
VVGT1	GT-Predict	1		689043	Caffeic acid
At_71B1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71B5	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71B6	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71B8	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_71C1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71C2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71C3	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71C4	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_71C5	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_72B1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_72B3	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_72C1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_72D1	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_72E1	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_72E2	GT-Predict	1		637541	3-Hydroxycinnamic acid
At_72E3	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_73B1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73B2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73B3	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73B4	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73B5	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73C1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73C3	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73C4	GT-Predict	0		637541	3-Hydroxycinnamic acid
