enzyme	reaction	cid
Mt_71G1	0	10922465
Mt_78G1	0	10922465
Nt_UGT1	0	174174
Pt_UGT1	0	174174
At_72B1	0	174174
At_72E2	0	174174
Mt_71G1	0	174174
Mt_78G1	0	174174
Fe_88J1	0	62389
Zm_15991	0	62389
Fe_72B19	0	62389
Ct_71E5	0	62389
Zm_51683	0	62389
Os_88C1	0	62389
Zm_43295	0	62389
Rc_GT1	0	62389
Sl_GT5	0	62389
Fi_88A10	0	62389
At_71D1	0	62389
At_71C1	0	62389
Zm_62783	0	62389
Zm_85854	0	62389
Gm_88E3	0	62389
Zm_72068	0	62389
Lc_72B10	0	62389
PpUGT85A2	1	244
UGT71L2	0	244
UGT71L2	1	8363
Nt_UGT1	0	5280371
Pt_UGT1	0	5280371
At_72B1	0	5280371
At_72E2	0	5280371
Mt_71G1	1	5280371
Mt_78G1	0	5280371
Nt_UGT1	0	10154
Pt_UGT1	0	10154
At_72B1	0	10154
At_72E2	0	10154
Mt_71G1	0	10154
Mt_78G1	0	10154
Nt_UGT1	0	64685
Pt_UGT1	0	64685
At_72B1	0	64685
At_72E2	0	64685
Mt_71G1	0	64685
Mt_78G1	0	64685
Nt_UGT1	0	1548943
Pt_UGT1	0	1548943
At_72B1	0	1548943
At_72E2	0	1548943
Mt_71G1	0	1548943
Mt_78G1	0	1548943
Nt_UGT1	0	65126
Pt_UGT1	0	65126
At_72B1	0	65126
At_72E2	0	65126
Mt_71G1	0	65126
Mt_78G1	0	65126
UGT71L2	1	289
TwUGT2	0	122724
ApUFGT1	1	5281607
ApUFGT2	1	5281607
ApUFGT3	1	5281607
Fe_88J1	0	444539
Zm_15991	0	444539
Fe_72B19	0	444539
Ct_71E5	0	444539
Zm_51683	0	444539
Os_88C1	0	444539
Zm_43295	0	444539
Dc_71F5	0	444539
Rc_GT1	0	444539
Sl_GT5	0	444539
Fi_88A10	0	444539
At_71D1	0	444539
At_71C1	0	444539
Zm_62783	0	444539
Zm_85854	0	444539
Gm_88E3	0	444539
Zm_72068	0	444539
Lc_72B10	0	444539
Fe_88J1	0	5315892
Zm_15991	0	5315892
Fe_72B19	0	5315892
Ct_71E5	0	5315892
Zm_51683	0	5315892
Os_88C1	0	5315892
Zm_43295	0	5315892
Dc_71F5	0	5315892
Rc_GT1	0	5315892
Sl_GT5	0	5315892
Fi_88A10	0	5315892
At_71D1	0	5315892
At_71C1	0	5315892
Zm_62783	0	5315892
Zm_85854	0	5315892
Gm_88E3	0	5315892
Zm_72068	0	5315892
Lc_72B10	0	5315892
Nt_UGT1	0	444539
Pt_UGT1	0	444539
At_72B1	0	444539
At_72E2	0	444539
Mt_71G1	0	444539
Mt_78G1	0	444539
Nt_UGT1	0	5315892
Pt_UGT1	0	5315892
At_72B1	0	5315892
At_72E2	0	5315892
Mt_71G1	0	5315892
Mt_78G1	0	5315892
UGT71L2	0	5315892
Fe_88J1	0	1549095
Zm_15991	0	1549095
Fe_72B19	0	1549095
Ct_71E5	0	1549095
Zm_51683	0	1549095
Os_88C1	0	1549095
Zm_43295	0	1549095
Dc_71F5	0	1549095
Rc_GT1	0	1549095
Sl_GT5	0	1549095
Fi_88A10	0	1549095
At_71D1	0	1549095
At_71C1	0	1549095
Zm_62783	0	1549095
Zm_85854	0	1549095
Gm_88E3	0	1549095
Zm_72068	0	1549095
Lc_72B10	0	1549095
Nt_UGT1	0	1549095
Pt_UGT1	0	1549095
At_72B1	0	1549095
At_72E2	1	1549095
Mt_71G1	0	1549095
Mt_78G1	0	1549095
Nt_UGT1	0	25056407
Pt_UGT1	0	25056407
At_72B1	0	25056407
At_72E2	0	25056407
Mt_71G1	0	25056407
Nt_UGT1	0	5280535
Pt_UGT1	0	5280535
At_72B1	0	5280535
At_72E2	0	5280535
Mt_71G1	0	5280535
Mt_78G1	0	5280535
Fe_88J1	0	128861
Zm_15991	0	128861
Fe_72B19	0	128861
Ct_71E5	0	128861
Zm_51683	0	128861
Os_88C1	0	128861
Zm_43295	0	128861
Dc_71F5	0	128861
Rc_GT1	1	128861
Sl_GT5	0	128861
Fi_88A10	0	128861
At_71D1	0	128861
At_71C1	0	128861
Zm_62783	0	128861
Zm_85854	0	128861
Gm_88E3	0	128861
Zm_72068	0	128861
Lc_72B10	0	128861
Nt_UGT1	0	128861
At_72B1	0	128861
At_72E2	0	128861
Mt_78G1	0	128861
Fe_88J1	0	7257
Zm_15991	0	7257
Fe_72B19	1	7257
Ct_71E5	0	7257
Zm_51683	1	7257
Os_88C1	0	7257
Zm_43295	0	7257
Dc_71F5	1	7257
Rc_GT1	0	7257
Sl_GT5	0	7257
Fi_88A10	1	7257
At_71D1	0	7257
At_71C1	0	7257
Zm_62783	0	7257
Zm_85854	0	7257
Gm_88E3	0	7257
Lc_72B10	1	7257
Nt_UGT1	1	7257
Pt_UGT1	1	7257
At_72B1	1	7257
At_72E2	0	7257
Mt_71G1	0	7257
Mt_78G1	0	7257
Fe_88J1	0	79964
Zm_15991	1	79964
Fe_72B19	1	79964
Ct_71E5	1	79964
Zm_51683	1	79964
Os_88C1	1	79964
Zm_43295	1	79964
Dc_71F5	1	79964
Sl_GT5	0	79964
Fi_88A10	1	79964
At_71D1	0	79964
At_71C1	0	79964
Zm_62783	1	79964
Zm_85854	1	79964
Gm_88E3	1	79964
Zm_72068	1	79964
Lc_72B10	1	79964
TwUGT2	0	5281708
ApUFGT1	1	5281708
ApUFGT2	1	5281708
ApUFGT3	1	5281708
Nt_UGT1	0	5379033
Pt_UGT1	0	5379033
At_72B1	0	5379033
At_72E2	0	5379033
Mt_78G1	0	5379033
Fe_88J1	0	11782
Zm_15991	0	11782
Fe_72B19	0	11782
Ct_71E5	0	11782
Zm_51683	0	11782
Os_88C1	0	11782
Zm_43295	0	11782
Dc_71F5	0	11782
Rc_GT1	0	11782
Sl_GT5	0	11782
Fi_88A10	0	11782
At_71D1	0	11782
At_71C1	0	11782
Zm_62783	0	11782
Zm_85854	0	11782
Gm_88E3	0	11782
Zm_72068	0	11782
Lc_72B10	0	11782
Nt_UGT1	0	681
Pt_UGT1	0	681
At_72B1	0	681
At_72E2	0	681
Mt_71G1	0	681
Nt_UGT1	0	5281855
Pt_UGT1	0	5281855
At_72B1	0	5281855
At_72E2	0	5281855
Mt_71G1	0	5281855
Mt_78G1	0	5281855
Nt_UGT1	0	72276
Pt_UGT1	0	72276
At_72B1	0	72276
At_72E2	0	72276
Mt_71G1	0	72276
Mt_78G1	0	72276
UGT73A17	1	107905
Nt_UGT1	0	356759
Pt_UGT1	0	356759
At_72B1	0	356759
At_72E2	0	356759
Mt_71G1	0	356759
Mt_78G1	0	356759
Nt_UGT1	0	8434
Pt_UGT1	0	8434
At_72B1	0	8434
At_72E2	0	8434
Mt_71G1	0	8434
Mt_78G1	0	8434
Nt_UGT1	0	12426239
Pt_UGT1	0	12426239
At_72B1	0	12426239
At_72E2	0	12426239
Mt_71G1	0	12426239
Mt_78G1	0	12426239
Nt_UGT1	1	3314
Pt_UGT1	0	3314
At_72B1	1	3314
At_72E2	1	3314
Mt_71G1	0	3314
Mt_78G1	0	3314
PpUGT85A2	1	3314
Nt_UGT1	0	398789
Pt_UGT1	0	398789
At_72B1	0	398789
At_72E2	0	398789
Mt_71G1	0	398789
Mt_78G1	0	398789
Nt_UGT1	0	445858
Pt_UGT1	0	445858
At_72B1	0	445858
Mt_71G1	0	445858
Mt_78G1	0	445858
Fe_88J1	0	47936
Zm_15991	0	47936
Fe_72B19	0	47936
Ct_71E5	0	47936
Zm_51683	0	47936
Os_88C1	0	47936
Zm_43295	0	47936
Dc_71F5	0	47936
Rc_GT1	0	47936
Sl_GT5	0	47936
Fi_88A10	0	47936
At_71D1	0	47936
At_71C1	0	47936
Zm_62783	0	47936
Zm_85854	0	47936
Gm_88E3	0	47936
Zm_72068	0	47936
Lc_72B10	0	47936
Nt_UGT1	0	47936
Pt_UGT1	0	47936
At_72B1	0	47936
At_72E2	0	47936
Mt_71G1	0	47936
Mt_78G1	0	47936
Fe_88J1	0	143754
Zm_15991	0	143754
Fe_72B19	0	143754
Ct_71E5	0	143754
Zm_51683	0	143754
Os_88C1	0	143754
Zm_43295	0	143754
Dc_71F5	0	143754
Rc_GT1	0	143754
Sl_GT5	0	143754
Fi_88A10	0	143754
At_71D1	0	143754
At_71C1	0	143754
Zm_62783	0	143754
Zm_85854	0	143754
Gm_88E3	0	143754
Zm_72068	0	143754
Lc_72B10	0	143754
UGT85K14	1	19309
UGT74B6	0	19309
UGT712E1	0	19309
Fe_88J1	1	5280961
Zm_15991	0	5280961
Fe_72B19	0	5280961
Ct_71E5	0	5280961
Zm_51683	0	5280961
Os_88C1	0	5280961
Zm_43295	0	5280961
Dc_71F5	0	5280961
Rc_GT1	1	5280961
Sl_GT5	0	5280961
Fi_88A10	0	5280961
At_71C1	0	5280961
Zm_62783	1	5280961
Zm_85854	0	5280961
Gm_88E3	1	5280961
Zm_72068	1	5280961
Lc_72B10	0	5280961
Nt_UGT1	0	5280961
Pt_UGT1	0	5280961
At_72B1	0	5280961
At_72E2	0	5280961
Mt_71G1	0	5280961
TwUGT2	0	5280961
ApUFGT1	1	5280961
ApUFGT2	1	5280961
ApUFGT3	1	5280961
UGT73A17	1	5280961
Fe_88J1	0	637566
Zm_15991	0	637566
Fe_72B19	0	637566
Ct_71E5	0	637566
Zm_51683	0	637566
Os_88C1	0	637566
Zm_43295	0	637566
Rc_GT1	0	637566
Sl_GT5	0	637566
Fi_88A10	0	637566
At_71D1	0	637566
At_71C1	0	637566
Zm_62783	0	637566
Zm_85854	0	637566
Gm_88E3	0	637566
Zm_72068	0	637566
Lc_72B10	0	637566
Nt_UGT1	0	637566
Pt_UGT1	0	637566
At_72B1	0	637566
At_72E2	0	637566
Mt_71G1	0	637566
Mt_78G1	0	637566
PpUGT85A2	1	637566
Fe_88J1	0	442793
Zm_15991	0	442793
Fe_72B19	0	442793
Ct_71E5	0	442793
Zm_51683	0	442793
Os_88C1	0	442793
Zm_43295	0	442793
Dc_71F5	0	442793
Rc_GT1	0	442793
Sl_GT5	0	442793
Fi_88A10	0	442793
At_71D1	0	442793
Zm_62783	0	442793
Zm_85854	0	442793
Gm_88E3	0	442793
Zm_72068	0	442793
Lc_72B10	0	442793
Nt_UGT1	0	65243
Pt_UGT1	0	65243
At_72B1	0	65243
At_72E2	0	65243
Mt_71G1	0	65243
Mt_78G1	0	65243
Nt_UGT1	0	3001686
Pt_UGT1	0	3001686
At_72B1	0	3001686
At_72E2	0	3001686
Mt_71G1	0	3001686
Mt_78G1	0	3001686
Nt_UGT1	0	227829
Pt_UGT1	0	227829
At_72B1	0	227829
At_72E2	0	227829
Mt_71G1	0	227829
Mt_78G1	0	227829
Nt_UGT1	0	114840
Pt_UGT1	0	114840
At_72B1	0	114840
At_72E2	0	114840
Mt_71G1	0	114840
Mt_78G1	0	114840
Nt_UGT1	0	12310492
Pt_UGT1	0	12310492
At_72B1	0	12310492
At_72E2	0	12310492
Mt_71G1	0	12310492
Mt_78G1	0	12310492
UGT85K14	1	33931
UGT71L2	0	780
Nt_UGT1	0	285033
Pt_UGT1	0	285033
At_72B1	0	285033
At_72E2	0	285033
Mt_71G1	0	285033
Mt_78G1	0	285033
Fe_88J1	0	1738
Zm_15991	0	1738
Fe_72B19	0	1738
Ct_71E5	0	1738
Zm_51683	0	1738
Os_88C1	0	1738
Zm_43295	0	1738
Dc_71F5	0	1738
Rc_GT1	0	1738
Sl_GT5	0	1738
Fi_88A10	0	1738
At_71D1	0	1738
At_71C1	0	1738
Zm_62783	0	1738
Zm_85854	0	1738
Gm_88E3	0	1738
Zm_72068	0	1738
Lc_72B10	0	1738
Nt_UGT1	0	1738
Pt_UGT1	0	1738
At_72B1	0	1738
At_72E2	0	1738
Mt_71G1	0	1738
Mt_78G1	0	1738
Nt_UGT1	0	72303
Pt_UGT1	0	72303
At_72B1	0	72303
At_72E2	0	72303
Mt_71G1	0	72303
Mt_78G1	0	72303
Nt_UGT1	0	5366264
Pt_UGT1	0	5366264
At_72B1	0	5366264
At_72E2	0	5366264
Mt_71G1	0	5366264
Mt_78G1	0	5366264
Nt_UGT1	0	854026
Pt_UGT1	0	854026
At_72B1	0	854026
At_72E2	0	854026
Mt_71G1	0	854026
Mt_78G1	0	854026
Fe_88J1	0	5912039
Zm_15991	0	5912039
Fe_72B19	0	5912039
Ct_71E5	0	5912039
Zm_51683	0	5912039
Os_88C1	0	5912039
Zm_43295	0	5912039
Dc_71F5	0	5912039
Rc_GT1	0	5912039
Sl_GT5	0	5912039
Fi_88A10	0	5912039
At_71D1	0	5912039
At_71C1	0	5912039
Zm_62783	0	5912039
Zm_85854	0	5912039
Gm_88E3	0	5912039
Zm_72068	0	5912039
Lc_72B10	0	5912039
Nt_UGT1	0	155240
Pt_UGT1	0	155240
At_72B1	0	155240
At_72E2	0	155240
Mt_71G1	0	155240
Mt_78G1	0	155240
Nt_UGT1	0	11876195
Pt_UGT1	0	11876195
At_72B1	0	11876195
At_72E2	0	11876195
Mt_71G1	0	11876195
Mt_78G1	0	11876195
Nt_UGT1	0	23581946
Pt_UGT1	0	23581946
At_72B1	0	23581946
At_72E2	0	23581946
Mt_71G1	0	23581946
Mt_78G1	0	23581946
UGT71L2	0	5281654
Nt_UGT1	0	99514
Pt_UGT1	0	99514
At_72B1	0	99514
At_72E2	0	99514
Mt_71G1	0	99514
Mt_78G1	0	99514
TwUGT2	0	5280863
ApUFGT1	1	5280863
ApUFGT2	1	5280863
ApUFGT3	1	5280863
UGT73A17	1	5280863
Nt_UGT1	0	16666
Pt_UGT1	0	16666
At_72B1	0	16666
At_72E2	0	16666
Mt_71G1	0	16666
Mt_78G1	0	16666
Nt_UGT1	0	439378
Pt_UGT1	0	439378
At_72B1	0	439378
At_72E2	0	439378
Mt_71G1	0	439378
Mt_78G1	0	439378
Nt_UGT1	0	6047
Pt_UGT1	0	6047
At_72B1	0	6047
At_72E2	0	6047
Mt_71G1	0	6047
Mt_78G1	0	6047
Fe_88J1	0	6549
Zm_15991	0	6549
Fe_72B19	0	6549
Ct_71E5	0	6549
Zm_51683	0	6549
Os_88C1	0	6549
Zm_43295	0	6549
Dc_71F5	0	6549
Rc_GT1	0	6549
Sl_GT5	0	6549
Fi_88A10	0	6549
At_71D1	0	6549
At_71C1	0	6549
Zm_62783	0	6549
Zm_85854	0	6549
Gm_88E3	0	6549
Zm_72068	0	6549
Lc_72B10	0	6549
Nt_UGT1	0	6549
Pt_UGT1	0	6549
At_72B1	0	6549
At_72E2	0	6549
Mt_71G1	0	6549
Mt_78G1	0	6549
PpUGT85A2	1	6549
TwUGT2	0	114829
Nt_UGT1	0	53232
At_72B1	0	53232
At_72E2	0	53232
Mt_71G1	1	53232
Mt_78G1	0	53232
Nt_UGT1	0	5280445
Pt_UGT1	0	5280445
At_72B1	0	5280445
At_72E2	0	5280445
Mt_71G1	0	5280445
Mt_78G1	0	5280445
TwUGT2	0	5280445
ApUFGT1	1	5280445
ApUFGT2	1	5280445
ApUFGT3	1	5280445
UGT73A17	1	5280445
UGT71L2	0	5280445
Nt_UGT1	0	73412
Pt_UGT1	0	73412
At_72B1	0	73412
At_72E2	0	73412
Mt_71G1	0	73412
Fe_88J1	0	1254
Zm_15991	0	1254
Fe_72B19	0	1254
Ct_71E5	0	1254
Zm_51683	0	1254
Os_88C1	0	1254
Zm_43295	0	1254
Dc_71F5	0	1254
Rc_GT1	0	1254
Sl_GT5	0	1254
Fi_88A10	0	1254
At_71D1	0	1254
At_71C1	0	1254
Zm_62783	0	1254
Zm_85854	0	1254
Gm_88E3	0	1254
Zm_72068	0	1254
Lc_72B10	0	1254
Nt_UGT1	1	4133
Pt_UGT1	0	4133
At_72B1	1	4133
At_72E2	0	4133
Mt_78G1	0	4133
Nt_UGT1	0	124219
Pt_UGT1	0	124219
At_72B1	0	124219
At_72E2	0	124219
Mt_71G1	0	124219
Mt_78G1	0	124219
UGT73A17	1	5281672
Nt_UGT1	0	932
Pt_UGT1	0	932
At_72B1	0	932
At_72E2	0	932
Mt_78G1	0	932
ApUFGT1	1	932
ApUFGT2	1	932
ApUFGT3	1	932
UGT73A17	1	932
TwUGT2	0	133766
Nt_UGT1	0	5284507
Pt_UGT1	0	5284507
At_72B1	0	5284507
At_72E2	0	5284507
Mt_71G1	0	5284507
Mt_78G1	0	5284507
ApUFGT1	0	26305
ApUFGT2	0	26305
ApUFGT3	0	26305
TwUGT2	0	26305
Nt_UGT1	0	14427423
Pt_UGT1	0	14427423
At_72B1	0	14427423
At_72E2	0	14427423
Mt_71G1	0	14427423
Mt_78G1	0	14427423
ApUFGT1	1	5320315
ApUFGT2	1	5320315
ApUFGT3	1	5320315
Nt_UGT1	0	10955174
Pt_UGT1	0	10955174
At_72B1	0	10955174
At_72E2	0	10955174
Mt_71G1	0	10955174
Mt_78G1	0	10955174
Nt_UGT1	0	10819
Pt_UGT1	0	10819
At_72B1	0	10819
At_72E2	0	10819
Mt_71G1	0	10819
Mt_78G1	0	10819
UGT71L2	1	996
Fe_88J1	1	4788
Zm_15991	1	4788
Fe_72B19	0	4788
Ct_71E5	1	4788
Zm_51683	0	4788
Os_88C1	0	4788
Zm_43295	1	4788
Dc_71F5	0	4788
Rc_GT1	0	4788
Sl_GT5	0	4788
Fi_88A10	0	4788
At_71D1	0	4788
At_71C1	0	4788
Zm_62783	1	4788
Zm_85854	0	4788
Gm_88E3	1	4788
Zm_72068	0	4788
Lc_72B10	1	4788
TwUGT2	0	4788
ApUFGT1	1	4788
ApUFGT2	1	4788
ApUFGT3	1	4788
TwUGT2	1	68071
Fe_88J1	0	73399
Zm_15991	0	73399
Fe_72B19	0	73399
Ct_71E5	0	73399
Zm_51683	0	73399
Os_88C1	0	73399
Zm_43295	0	73399
Dc_71F5	0	73399
Rc_GT1	0	73399
Sl_GT5	0	73399
Fi_88A10	0	73399
At_71D1	0	73399
At_71C1	0	73399
Zm_62783	0	73399
Zm_85854	0	73399
Gm_88E3	0	73399
Zm_72068	0	73399
Lc_72B10	0	73399
Nt_UGT1	0	73399
Pt_UGT1	0	73399
At_72B1	0	73399
At_72E2	0	73399
Mt_71G1	0	73399
Mt_78G1	0	73399
Nt_UGT1	0	122738
Pt_UGT1	0	122738
At_72B1	0	122738
At_72E2	0	122738
Mt_71G1	0	122738
Mt_78G1	0	122738
Nt_UGT1	0	53377390
Pt_UGT1	0	53377390
At_72B1	0	53377390
At_72E2	0	53377390
Mt_71G1	0	53377390
Mt_78G1	0	53377390
Fe_88J1	0	5280343
Zm_15991	0	5280343
Fe_72B19	0	5280343
Ct_71E5	0	5280343
Zm_51683	0	5280343
Os_88C1	0	5280343
Zm_43295	0	5280343
Dc_71F5	0	5280343
Rc_GT1	0	5280343
Sl_GT5	0	5280343
Fi_88A10	0	5280343
At_71C1	1	5280343
Zm_62783	0	5280343
Gm_88E3	1	5280343
Zm_72068	1	5280343
Lc_72B10	0	5280343
Nt_UGT1	0	5280343
Pt_UGT1	0	5280343
At_72B1	0	5280343
At_72E2	0	5280343
Mt_71G1	0	5280343
Mt_78G1	1	5280343
TwUGT2	1	5280343
UGT73A17	1	5280343
UGT71L2	0	5280343
Nt_UGT1	0	21648
Pt_UGT1	0	21648
At_72B1	0	21648
At_72E2	0	21648
Mt_71G1	0	21648
Mt_78G1	0	21648
Fe_88J1	0	445154
Zm_15991	0	445154
Fe_72B19	0	445154
Ct_71E5	0	445154
Zm_51683	0	445154
Os_88C1	0	445154
Zm_43295	0	445154
Dc_71F5	0	445154
Rc_GT1	0	445154
Sl_GT5	1	445154
Fi_88A10	0	445154
At_71D1	0	445154
At_71C1	0	445154
Zm_62783	0	445154
Zm_85854	0	445154
Gm_88E3	1	445154
Zm_72068	0	445154
Lc_72B10	0	445154
Nt_UGT1	0	439653
Pt_UGT1	0	439653
At_72B1	0	439653
At_72E2	0	439653
Mt_71G1	0	439653
Mt_78G1	0	439653
TwUGT2	0	5320954
UGT71L2	1	5146
UGT71L2	0	12731046
UGT71L2	1	12731045
UGT71L2	1	6998
UGT71L2	0	338
Nt_UGT1	0	188297
Pt_UGT1	0	188297
At_72B1	0	188297
At_72E2	0	188297
Mt_71G1	0	188297
Mt_78G1	0	188297
Fe_88J1	0	5280460
Zm_15991	0	5280460
Fe_72B19	0	5280460
Ct_71E5	0	5280460
Zm_51683	0	5280460
Os_88C1	0	5280460
Zm_43295	0	5280460
Rc_GT1	0	5280460
Sl_GT5	0	5280460
Fi_88A10	0	5280460
At_71D1	0	5280460
At_71C1	1	5280460
Zm_62783	0	5280460
Zm_85854	1	5280460
Gm_88E3	0	5280460
Zm_72068	1	5280460
Lc_72B10	0	5280460
Nt_UGT1	0	5280460
Pt_UGT1	0	5280460
At_72B1	0	5280460
At_72E2	0	5280460
Mt_71G1	0	5280460
Mt_78G1	0	5280460
Fe_88J1	0	68289
Zm_15991	0	68289
Fe_72B19	0	68289
Zm_51683	1	68289
Os_88C1	0	68289
Zm_43295	0	68289
Dc_71F5	0	68289
Rc_GT1	0	68289
Sl_GT5	0	68289
At_71D1	0	68289
At_71C1	0	68289
Zm_62783	0	68289
Zm_85854	1	68289
Gm_88E3	0	68289
Zm_72068	0	68289
Lc_72B10	0	68289
Nt_UGT1	0	68289
Pt_UGT1	0	68289
At_72B1	1	68289
At_72E2	0	68289
Mt_71G1	0	68289
Mt_78G1	0	68289
Fe_88J1	0	31553
Zm_15991	0	31553
Fe_72B19	0	31553
Ct_71E5	1	31553
Zm_51683	0	31553
Os_88C1	0	31553
Zm_43295	1	31553
Dc_71F5	0	31553
Rc_GT1	0	31553
Sl_GT5	0	31553
Fi_88A10	0	31553
At_71D1	1	31553
Zm_62783	0	31553
Zm_85854	0	31553
Gm_88E3	0	31553
Zm_72068	0	31553
Lc_72B10	0	31553
Nt_UGT1	0	72936
Pt_UGT1	0	72936
At_72B1	0	72936
At_72E2	0	72936
Mt_71G1	0	72936
Mt_78G1	0	72936
Nt_UGT1	0	7172
Pt_UGT1	0	7172
At_72B1	0	7172
At_72E2	0	7172
Mt_71G1	0	7172
Mt_78G1	0	7172
Nt_UGT1	0	10742
Pt_UGT1	0	10742
At_72B1	0	10742
At_72E2	1	10742
Mt_71G1	1	10742
Mt_78G1	1	10742
Fe_88J1	0	7041
Zm_15991	1	7041
Fe_72B19	1	7041
Ct_71E5	0	7041
Zm_51683	0	7041
Os_88C1	0	7041
Zm_43295	0	7041
Dc_71F5	1	7041
Rc_GT1	0	7041
Sl_GT5	1	7041
Fi_88A10	0	7041
At_71C1	0	7041
Zm_62783	0	7041
Zm_85854	0	7041
Gm_88E3	0	7041
Zm_72068	0	7041
Lc_72B10	1	7041
Nt_UGT1	1	7041
Pt_UGT1	1	7041
At_72B1	1	7041
At_72E2	1	7041
Mt_78G1	0	7041
Nt_UGT1	1	27582
Pt_UGT1	1	27582
At_72B1	1	27582
At_72E2	1	27582
Mt_71G1	0	27582
Mt_78G1	0	27582
Fe_88J1	0	17100
Zm_15991	0	17100
Fe_72B19	0	17100
Ct_71E5	0	17100
Zm_51683	0	17100
Os_88C1	0	17100
Zm_43295	0	17100
Dc_71F5	0	17100
Rc_GT1	0	17100
Sl_GT5	0	17100
Fi_88A10	0	17100
At_71D1	0	17100
At_71C1	0	17100
Zm_62783	0	17100
Zm_85854	0	17100
Gm_88E3	0	17100
Zm_72068	0	17100
Lc_72B10	0	17100
Nt_UGT1	0	17100
Pt_UGT1	0	17100
At_72B1	0	17100
At_72E2	0	17100
Mt_71G1	0	17100
Mt_78G1	0	17100
Nt_UGT1	0	135403798
Pt_UGT1	0	135403798
At_72B1	0	135403798
At_72E2	0	135403798
Mt_71G1	0	135403798
Mt_78G1	0	135403798
Fe_88J1	0	6989
Zm_15991	0	6989
Fe_72B19	0	6989
Ct_71E5	0	6989
Zm_51683	0	6989
Os_88C1	0	6989
Zm_43295	0	6989
Rc_GT1	0	6989
Sl_GT5	0	6989
At_71C1	0	6989
Zm_62783	0	6989
Zm_85854	0	6989
Gm_88E3	0	6989
Zm_72068	0	6989
Lc_72B10	0	6989
Nt_UGT1	0	6989
Pt_UGT1	0	6989
At_72B1	1	6989
At_72E2	0	6989
Mt_71G1	0	6989
Mt_78G1	0	6989
UGT73A17	1	5281701
TwUGT2	0	107985
TwUGT2	0	173273
TwUGT1	1	173273
ApUFGT1	1	5281703
ApUFGT2	1	5281703
ApUFGT3	1	5281703
Fe_88J1	0	65090
Zm_15991	1	65090
Fe_72B19	0	65090
Ct_71E5	1	65090
Zm_51683	0	65090
Os_88C1	0	65090
Zm_43295	0	65090
Dc_71F5	1	65090
Rc_GT1	0	65090
Fi_88A10	0	65090
At_71D1	1	65090
